ORDER,ZIP,TOTAL,R_0_17,R_18_29,R_30_39,R_40_49,R_50_64,R_65_74,R_75_84,R_85_UP
936,93940,32236,4952,6713,4527,3295,6467,3342,2008,932
937,95311,1893,190,210,137,71,480,475,314,16
938,94610,31936,4512,4911,6964,5269,5317,3327,1109,527
939,92129,54762,13602,7293,6957,8765,11865,4365,1308,607
940,95959,18343,2679,2076,1760,1759,4935,3597,1104,433
941,92036,2593,356,199,250,275,800,511,158,44
942,91403,25156,3821,3740,5305,4175,4343,1961,1135,676
943,90232,14780,2357,2418,2478,2634,2749,987,491,666
944,94574,8757,1371,1074,963,852,2062,1425,753,257
945,90623,15662,2827,2700,1444,2364,3509,1571,987,260
946,95035,79655,17171,12667,14752,10710,14578,5458,3214,1105
947,92688,44832,11525,6164,6635,7073,9404,2502,903,626
948,90048,21489,1995,4423,5197,3157,3186,1742,957,832
949,95659,932,184,153,162,85,202,93,19,34
950,90035,27272,5931,4165,5143,3519,4604,2000,1115,795
951,95432,706,81,17,100,47,189,184,78,10
952,93619,39473,10980,5073,4803,5436,7448,3726,1594,413
953,92359,9170,2135,1487,1600,1002,1737,758,372,79
954,95062,36737,5970,7363,4983,4716,7523,3573,1786,823
955,91708,4009,766,746,1113,570,632,174,8,0
956,91506,18591,3342,2567,2589,2636,4485,1524,959,489
957,92128,51357,10233,5999,6681,6476,11008,6006,3108,1846
958,95655,4156,1048,520,803,636,709,270,153,17
959,95694,10495,2725,1569,1470,1053,2460,819,268,131
960,92106,20155,3968,3829,2566,2709,3356,2184,1231,312
961,91364,27971,5705,3213,3743,3885,6128,2942,1473,882
962,92648,46228,8051,6707,6250,6825,10405,5125,2024,841
963,91789,44440,8294,7151,4617,5438,10290,5203,2607,840
964,95570,2338,412,240,296,299,532,387,112,60
965,93923,12837,2216,564,587,1517,2491,2489,1689,1284
966,91913,54114,15236,9079,8471,8412,8086,3186,1203,441
967,95629,940,132,24,106,72,383,135,32,56
968,95148,48273,10511,7796,5625,7019,10807,4035,1867,613
969,92618,48997,11992,7758,11342,7718,6539,2376,1009,263
970,95525,1401,135,233,234,91,411,204,56,37
971,90603,21584,4879,3329,2808,2651,4388,1970,1060,499
972,95050,38699,7580,8531,6980,4834,6109,2595,1287,783
973,92037,38168,6817,5702,4634,3935,7909,4820,3049,1302
974,92782,23084,5936,3100,3181,4099,4435,1492,619,222
975,92651,24800,4059,2393,1844,3127,6900,3609,2106,762
976,95630,78159,18915,9324,9972,14010,16072,5829,3025,1012
977,94110,72380,10873,12086,17269,12352,12147,4454,2187,1012
978,94401,36001,7713,5955,6978,4988,5379,2482,1389,1117
979,92126,82658,15292,18785,14363,9754,14823,6249,2571,821
980,92677,66314,12907,8710,7673,8606,16645,7304,3260,1209
981,90036,37965,6122,8181,8729,6069,5377,1877,1030,580
982,91301,26334,5757,3198,3058,3697,6302,2777,995,550
983,94560,47171,10015,7789,7442,6756,9131,3216,2034,788
984,95693,7037,1447,609,672,965,1792,1016,421,115
985,90712,31217,6830,4486,4550,5000,6161,2537,1083,570
986,93428,5859,584,385,392,540,1539,1479,662,278
987,91367,45970,8231,6823,7777,5858,9879,3980,2387,1035
988,93314,28963,7942,3955,4021,3893,5942,2246,713,251
989,90071,126,0,42,11,61,5,0,5,2
990,92251,23970,6456,5239,3813,3419,3130,1125,666,122
991,91902,18896,3457,2858,2857,2212,3678,2244,1052,538
992,93110,16849,3031,2868,1597,1739,3556,2229,1148,681
993,93271,2479,363,142,236,179,859,449,202,49
994,92821,37712,8068,6208,4664,5397,7939,3353,1551,532
995,93453,2578,379,265,250,172,997,277,189,49
996,91207,11031,2076,1860,866,1760,2492,903,640,434
997,91355,30526,6569,4947,3583,4504,6194,2635,1606,488
998,92024,51381,10527,5770,6930,7482,10974,5680,2788,1230
999,94513,64313,16787,8380,6619,9425,13172,5374,3126,1430
1000,95816,17199,1510,4506,4415,1626,2694,1504,523,421
1001,95650,14808,3241,1354,1494,2080,3319,2144,939,237
1002,91208,15860,3291,2096,1616,2418,3807,1486,932,214
1003,94703,21697,3711,5033,4206,2685,3245,1985,693,139
1004,93730,12770,3349,1153,1704,1726,2717,1187,425,509
1005,92358,722,64,52,72,30,335,116,45,8
1006,94538,67474,13219,11691,13140,9639,12601,3463,2457,1264
1007,93442,10917,1507,1632,964,1252,2189,2045,934,394
1008,90211,8019,1489,1289,1122,1124,1644,684,445,222
1009,95713,10472,1816,1393,1110,1361,2704,1313,633,142
1010,92532,25923,8443,3840,4686,3428,3806,955,716,49
1011,92325,7948,1496,1531,766,995,1972,869,269,50
1012,95765,39214,10861,5737,4653,6406,7067,2563,1319,608
1013,92629,26877,4490,2462,2537,4232,6781,3825,1845,705
1014,95690,2215,539,420,275,187,375,345,74,0
1015,92122,48071,5699,17628,8959,4307,5324,3041,1830,1283
1016,90703,50589,9427,6697,5308,6627,10828,6664,3596,1442
1017,91390,19168,4544,2672,2052,2437,5079,1492,637,255
1018,92835,23528,4596,3182,2335,3035,5436,2113,1606,1225
1019,94611,38975,6893,4071,5993,5595,8542,4391,2292,1198
1020,95835,40170,10222,4782,6582,6790,6696,3167,1617,314
1021,94952,35503,7074,4553,4322,4753,8279,4262,1576,684
1022,94954,38763,8309,5653,5186,4775,7971,4187,1777,905
1023,90064,25925,5043,3848,3924,3973,4768,2573,1279,517
1024,95409,27186,4581,2583,2456,2821,5668,4467,3074,1536
1025,92121,4729,773,1447,809,684,636,320,35,25
1026,93420,30740,6368,3611,3289,3379,6862,4208,1983,1040
1027,90505,37220,8564,4458,4764,4857,8138,3255,1843,1341
1028,94085,23223,4367,5637,5516,3051,3080,1123,308,141
1029,95492,29271,6976,4034,3340,4565,5903,2501,1339,613
1030,94061,39023,8310,6509,6691,5533,6900,2751,1250,1079
1031,90025,46883,5505,12086,11377,6231,5803,2982,1828,1071
1032,93526,629,86,116,71,70,129,73,46,38
1033,94503,20276,5197,3328,2250,3145,3884,1374,872,226
1034,94530,26145,4652,3254,4346,3499,5227,2823,1586,758
1035,95228,4541,822,537,480,434,1095,757,252,164
1036,95017,681,120,79,46,108,172,93,36,27
1037,96103,1401,151,71,102,50,355,502,147,23
1038,95236,4199,929,590,439,644,849,482,181,85
1039,96114,3267,638,316,443,274,802,462,240,92
1040,92661,3445,301,832,389,209,779,543,281,111
1041,92807,35687,6672,5015,3607,5547,7473,4231,2183,959
1042,94505,16382,3752,2143,1887,2237,3793,1808,643,119
1043,93012,36052,6312,6915,3140,4063,7721,3977,2495,1429
1044,95073,11013,2061,1690,1224,1395,2518,1645,386,94
1045,94402,25703,5879,2907,3665,3728,5030,2107,1593,794
1046,90713,28202,6055,4563,3878,3689,6120,2262,1037,598
1047,96161,18488,4298,1684,2990,3002,3913,2180,345,76
1048,90405,28156,4250,4167,5558,3788,5886,2563,1330,614
1049,95701,915,125,54,72,80,300,167,77,40
1050,95975,1877,325,196,140,117,630,276,167,26
1051,95427,226,18,17,9,0,86,46,50,0
1052,94805,14188,2531,2034,2379,1899,3112,1356,637,240
1053,94531,43022,10363,7364,4628,6236,9036,3331,1390,674
1054,92865,20664,4628,3479,3603,2718,3841,1307,683,405
1055,94043,31161,5953,6047,6416,4303,4998,1805,1158,481
1056,92120,30550,5529,5783,4316,3914,5559,2941,1861,647
1057,92604,28990,6404,4775,3384,3911,5772,2705,1380,659
1058,91307,26341,5695,3167,2655,4131,6211,2324,1430,728
1059,92624,6372,709,680,446,696,2311,865,436,229
1060,91350,36173,9508,5032,4460,5646,7222,2756,1173,376
1061,94945,19043,3497,2030,2106,2558,4989,2650,923,290
1062,95132,41790,8088,6772,5627,5737,9247,3689,1918,712
1063,92397,4562,1137,522,535,524,841,643,276,84
1064,91784,26090,5063,3305,2592,3443,6522,2842,1709,614
1065,91916,1939,412,224,215,110,533,310,106,29
1066,95465,2244,336,144,284,337,472,531,130,10
1067,95005,7661,1429,1411,909,961,1752,849,322,28
1068,91765,46593,9236,6637,5849,6124,10861,5179,2103,604
1069,92656,52268,12634,7492,7664,8691,10974,2809,1344,660
1070,95138,20674,4945,2528,2754,3514,4865,1277,625,166
1071,94089,22882,3716,4343,4926,2387,4324,1982,871,333
1072,93105,28545,4945,3685,3336,3844,5731,3458,2017,1529
1073,95002,2348,572,518,299,293,409,153,80,24
1074,95051,59851,12411,9995,12493,8275,9294,4128,2134,1121
1075,95043,731,117,107,71,73,240,94,21,8
1076,95134,29349,4364,9349,9137,2641,2944,462,397,55
1077,93950,15547,2913,1392,1719,1929,3333,2560,1032,669
1078,94066,43101,7997,6874,7292,5883,8644,4037,1724,650
1079,95642,7101,1114,754,777,617,1562,998,888,391
1080,95421,1808,226,169,144,195,500,420,131,23
1081,93664,380,24,24,3,33,142,100,35,19
1082,95703,831,37,154,69,86,178,234,53,20
1083,91737,25154,6003,3634,2786,3632,5617,2267,872,343
1084,95136,47476,11139,7740,7283,7219,8238,3597,1792,468
1085,95010,8856,1712,1037,1340,963,1647,1282,481,394
1086,92646,55870,10541,6901,6048,7558,12981,6589,3811,1441
1087,94510,28350,5652,3133,2771,3965,7177,3565,1472,615
1088,92617,17197,1260,12547,1499,579,893,278,97,44
1089,95665,4303,686,356,425,591,970,893,264,118
1090,92845,16273,3619,2062,1801,2062,3742,1497,1035,455
1091,91354,32544,9494,3698,4378,5111,6663,1887,917,396
1092,91105,12617,2089,1372,1444,1628,2762,1818,962,542
1093,94519,20041,4313,2926,3296,2228,4203,1821,936,318
1094,95664,1603,292,242,336,63,384,155,67,64
1095,94947,25867,4846,3386,2221,2960,6699,3249,1746,760
1096,94515,7491,1307,924,985,966,1570,818,638,283
1097,91739,39875,10277,6268,6214,5770,7194,3247,717,188
1098,92064,49805,11796,6576,5798,6298,10932,4870,2621,914
1099,91214,30787,7067,3815,2954,4885,7071,2728,1577,690
1100,94550,50374,11470,5299,6567,6852,11595,4656,2639,1296
1101,93111,17329,3174,3130,1373,2197,3726,1915,1182,632
1102,95631,6851,1321,703,791,367,2165,909,399,196
1103,92887,20012,4308,2602,1875,2344,5336,2441,835,271
1104,95938,4446,1176,424,743,602,899,335,190,77
1105,90291,26950,3552,4544,6113,4393,4778,2463,766,341
1106,94564,19260,3315,2689,2986,2059,4380,2266,1034,531
1107,95130,14660,3689,1530,2432,2355,2920,1022,466,246
1108,94536,74837,17339,10072,13540,10349,13423,5310,3194,1610
1109,94903,30427,5927,3417,3047,4264,6556,3411,2397,1408
1110,90401,7111,397,1910,1522,957,992,504,368,461
1111,95441,1797,290,333,206,189,426,207,98,48
1112,93461,1349,290,188,196,213,341,78,26,17
1113,95638,2126,402,276,112,289,562,251,123,111
1114,94040,36526,8143,6472,6978,5420,5556,1980,1106,871
1115,94613,855,34,807,10,0,3,1,0,0
1116,92010,16346,3873,1938,2089,2588,3092,1539,875,352
1117,95377,32091,8717,5165,4531,5166,5705,1814,690,303
1118,95658,6837,1355,698,597,880,1641,1075,450,141
1119,94070,31074,7688,2827,4047,4659,6903,2695,1407,848
1120,92660,35446,7420,3898,4132,4254,7826,4292,2307,1317
1121,91030,25637,6299,2804,3667,4693,4600,2125,929,520
1122,92103,34700,3607,6426,7219,4806,5909,3779,1992,962
1123,95942,934,21,0,172,41,414,241,45,0
1124,92691,50839,10138,6809,6075,7291,10781,5354,3030,1361
1125,92606,26171,6251,5055,4792,3623,4296,1197,647,310
1126,94121,43616,6439,6890,6898,5756,9329,4524,2228,1552
1127,92614,27187,5691,5434,4681,3805,4927,1765,627,257
1128,95006,9632,1609,1134,1438,1062,2759,1254,303,73
1129,95524,1668,197,139,197,177,466,289,149,54
1130,92003,5160,1139,652,571,631,1118,660,253,136
1131,91361,20258,3654,1958,1997,2394,5119,2825,1520,791
1132,95830,734,72,87,7,108,248,99,62,51
1133,95623,3665,453,504,445,297,1128,611,182,45
1134,91371,0,0,0,0,0,0,0,0,0
1135,95046,5918,1237,702,727,809,1463,659,201,120
1136,94709,11951,1052,5194,1923,792,1466,1016,320,188
1137,95135,22015,5042,1852,1626,3682,4495,2557,1958,803
1138,91604,32910,5695,5179,5424,5548,6053,2696,1492,823
1139,95405,21082,3732,3030,2570,2172,4935,2821,1217,605
1140,95003,25185,4419,2991,2301,2858,6627,3904,1531,554
1141,94122,62128,8784,11138,12324,7990,11681,6150,2386,1675
1142,90069,20230,1088,3524,4674,2988,4596,1950,1070,340
1143,90056,7649,1394,911,583,1041,1806,808,601,505
1144,91915,33485,10239,5055,5597,5645,4480,1707,692,70
1145,94305,16397,1033,12537,1001,522,605,340,194,165
1146,95129,39741,9263,4919,4955,7215,7881,2672,2001,835
1147,90747,0,0,0,0,0,0,0,0,0
1148,95709,5498,1131,479,403,802,1303,972,300,108
1149,94116,47346,7603,7022,6570,6465,9664,5528,2784,1710
1150,95119,10027,2430,1326,1221,1328,2232,979,385,126
1151,94547,25616,5001,3677,3574,3255,6229,2696,943,241
1152,94114,34918,3950,5211,8755,5590,6707,2892,1202,611
1153,95008,46352,9706,6617,7506,6857,9568,3197,1894,1007
1154,91020,8633,1663,1291,1188,1289,1788,937,280,197
1155,93109,10771,1246,2612,939,1050,2254,1455,634,581
1156,90808,39330,8392,4772,4975,5886,9015,3869,1611,810
1157,91320,44968,11123,5370,4933,6662,9731,4307,2091,751
1158,92620,52569,13868,5608,7118,10574,9778,3505,1701,417
1159,94086,50477,10035,10485,11733,5997,7015,2630,1570,1012
1160,90067,2428,191,200,187,177,421,435,477,340
1161,90403,23902,3239,3152,5198,3159,4460,2662,1260,772
1162,93449,8180,785,947,960,601,2121,1739,750,277
1163,94060,926,149,106,56,185,351,76,0,3
1164,92315,5247,1051,748,523,675,1147,611,349,143
1165,91302,26712,6285,3268,2498,3518,6267,3104,1318,454
1166,95722,5123,834,425,447,546,1532,933,311,95
1167,94599,3108,226,207,168,271,696,630,506,404
1168,95054,24524,5156,5207,5046,4033,2809,1208,874,191
1169,94705,13527,1772,2466,2025,1535,2835,1693,928,273
1170,94030,22625,4325,2964,2688,3266,5063,2039,1304,976
1171,93953,4028,506,487,259,343,782,831,579,241
1172,92075,12752,2277,1357,1972,1720,2568,1679,888,291
1173,94568,55608,14469,6436,10545,9554,9529,3198,1437,440
1174,95442,3213,644,271,321,472,750,481,98,176
1175,90292,23549,2425,4147,5376,2792,5237,2177,1045,350
1176,91381,19390,5116,2440,1881,3682,4420,1195,458,198
1177,92127,49935,15916,5017,6764,9538,7632,2553,1840,675
1178,95018,6841,1187,876,840,986,1636,960,325,31
1179,92009,46612,11855,4331,4790,7504,10473,4384,1971,1304
1180,94566,45893,10780,5017,4313,7383,11272,3869,2200,1059
1181,94087,56668,14071,5969,9320,9403,9779,3919,2838,1369
1182,93517,641,84,22,28,4,249,220,34,0
1183,94956,1146,124,59,79,170,308,217,133,56
1184,93546,9591,2145,1821,1939,1017,1992,469,208,0
1185,91436,15292,3320,1423,1657,2026,3475,1803,1026,562
1186,94005,4697,844,376,771,663,1227,529,172,115
1187,90245,16731,4044,2369,2437,2464,3660,1142,445,170
1188,90094,9827,2165,1095,2814,1800,1144,385,329,95
1189,94951,4574,860,464,403,456,1309,765,205,112
1190,94508,3935,478,1476,434,448,659,284,118,38
1191,95124,51455,13158,5313,7784,8095,10326,3829,2057,893
1192,93463,7911,1446,984,778,962,1874,1014,491,362
1193,90278,40252,9529,3914,6876,6623,8442,2960,1419,489
1194,95065,8491,1787,948,1064,1330,1620,1012,496,234
1195,92808,20483,4430,2704,2465,2940,5334,1634,836,140
1196,91326,36339,7230,3925,3531,5528,8437,4515,2331,842
1197,90265,17954,2958,2151,1353,2392,4840,2451,1285,524
1198,91024,10932,1992,939,1120,1622,2756,1290,903,310
1199,91108,13375,3010,1171,983,2107,3303,1683,813,305
1200,92067,7724,1326,928,435,699,2170,1444,505,217
1201,92673,30768,8280,2858,3054,4519,7167,2890,1452,548
1202,92130,56134,15893,5859,7016,10587,11995,3177,1420,187
1203,94597,23108,4275,3504,4274,3159,4075,2678,879,264
1204,94555,38478,10083,4185,6928,6178,6422,3102,1204,376
1205,94041,14572,2423,3005,3625,1699,2290,792,502,236
1206,92210,5138,264,310,144,195,1273,1318,1284,350
1207,95672,5266,947,447,545,743,1438,775,255,116
1208,94523,35005,6665,5423,4956,4898,7423,3436,1367,837
1209,95762,43052,11207,4057,4109,6260,10200,4564,1978,677
1210,90293,12728,1342,2394,3034,1782,2095,1332,516,233
1211,95746,23934,5850,2299,1866,3389,6356,2333,1425,416
1212,95742,12472,3786,1457,2529,1608,2150,672,218,52
1213,91914,17379,5140,2344,2211,2990,3077,932,547,138
1214,95014,61866,15831,6108,7222,12308,11478,4262,2975,1682
1215,90212,13314,2716,1547,2243,1801,2617,1202,772,416
1216,92861,5822,1063,474,375,699,1585,685,664,277
1217,90277,34827,6584,3660,5499,5331,7952,3370,1551,880
1218,95032,26047,6138,2244,2669,3955,6270,2273,1594,904
1219,94596,21700,3583,3807,3737,2410,4339,2011,1291,522
1220,94949,18695,3596,2568,1776,2384,4868,2187,924,392
1221,95389,1417,65,393,248,169,388,134,20,0
1222,94582,42576,13152,3765,4735,10039,7465,2049,1142,229
1223,95663,2493,573,228,171,376,593,344,160,48
1224,95139,7363,1740,905,1080,1154,1459,668,207,150
1225,90049,36418,6609,5557,5572,5063,6245,4182,1894,1296
1226,92011,24144,5766,2265,2698,3478,5320,2642,1501,474
1227,93108,10401,1855,1568,612,774,2258,1714,1043,577
1228,94002,27155,6239,2536,4558,4046,5228,2577,1265,706
1229,92676,2068,360,161,201,177,790,260,107,12
1230,90290,5681,1009,609,692,1022,1298,724,317,10
1231,95120,38122,9430,3184,3219,5946,8894,4396,2424,629
1232,94044,38984,7476,5666,5142,5197,8849,4283,1780,591
1233,94403,44408,9085,6855,7434,6510,7827,3383,2131,1183
1234,94131,29523,4688,3864,5464,4797,5892,2854,1222,742
1235,90402,11882,2781,1001,1034,1394,2680,1945,670,377
1236,93441,922,155,85,69,167,230,90,90,36
1237,94118,42095,5917,8509,8626,5396,6919,3661,2002,1065
1238,94019,20512,3830,2664,1892,3055,5028,2591,1163,289
1239,90275,42146,8863,3558,3211,5453,10301,5021,3683,2056
1240,94062,28423,5939,3069,3508,3892,6683,3190,1475,667
1241,95724,22,5,12,0,0,5,0,0,0
1242,94010,42760,10263,4265,5449,6945,8670,3739,2365,1064
1243,92823,4872,1477,473,749,816,823,247,147,140
1244,90077,8382,1849,706,729,1214,1675,1323,661,225
1245,92131,34727,9511,3703,4147,5722,7197,2907,1207,333
1246,90274,25061,5420,1798,1556,3024,6625,3213,2220,1205
1247,92602,23238,7257,2241,3015,4642,4308,1130,510,135
1248,95683,6326,1172,450,521,1014,1305,1144,496,224
1249,92007,11417,2255,915,1578,1832,2349,1751,430,307
1250,94539,54982,13290,5584,6237,10053,11933,4469,2531,885
1251,94941,32009,7169,2352,2658,5545,7570,3852,1981,882
1252,94158,8455,1127,1396,3133,1323,823,440,105,108
1253,94123,25890,2645,6471,7415,2958,3097,1685,1018,601
1254,92625,12394,1970,826,1081,1281,3310,2155,1229,542
1255,94306,27435,6283,3723,3206,4042,5120,2606,1673,782
1257,94706,21218,5505,2852,3279,3648,3350,1773,611,200
1258,92662,2519,282,236,193,76,693,574,287,178
1259,94930,8728,1526,963,731,1384,2067,1356,512,189
1260,94117,44650,4566,12103,11696,6755,5526,2275,1360,369
1261,94038,3450,990,242,394,437,877,441,63,6
1262,95819,19890,3759,4140,3034,2263,3627,2095,551,421
1263,94904,12994,2942,1057,999,1967,2930,1555,1022,522
1264,94588,37253,9557,3643,5025,6285,7596,2859,1764,524
1265,95066,15341,2879,2501,1580,1942,3691,1602,778,368
1266,94552,14938,3249,1318,1684,2049,3923,1642,782,291
1267,94517,13687,3048,1581,1259,1870,3545,1325,811,248
1268,90272,21629,5142,1567,1485,3607,4679,2682,1587,880
1269,90254,19539,3490,2825,3638,3260,3912,1532,685,197
1270,95033,9511,1799,908,1010,1461,2615,1162,455,101
1271,94404,36985,7800,4259,6036,5536,6857,3721,1989,787
1272,92603,19558,4836,2263,2566,2366,4501,1947,723,356
1273,94583,35231,9077,3625,4424,5873,7564,2811,1284,573
1274,94970,698,19,40,31,48,231,244,77,8
1275,91377,13853,3465,1140,1437,2277,3408,1568,310,248
1276,94598,27831,6063,2756,3095,3794,5781,3403,1906,1033
1277,94925,9838,2501,630,880,1519,2406,1097,486,319
1278,94301,16582,3359,1773,2231,2075,3413,1794,1252,685
1279,94526,33135,7725,3004,2459,5047,8122,3759,2010,1009
1280,90266,35500,9486,2451,3875,5587,8091,3260,2053,697
1281,95070,31196,6432,2472,2026,4546,8552,3478,2457,1233
1282,92679,32657,7849,4025,2701,5147,9191,2723,815,206
1283,94963,404,126,0,70,40,42,126,0,0
1284,92610,16360,4356,2102,2939,2654,3126,919,163,101
1285,92694,29570,10950,2550,4450,5920,3973,1257,359,111
1286,94549,29795,7336,2846,2478,4109,7308,3503,1608,607
1287,92014,13568,2402,1046,1625,1931,3218,2017,1033,296
1288,94105,10916,1034,2402,3543,2013,1185,686,0,53
1289,91011,20301,5282,2104,1513,2688,4942,2284,928,560
1290,94960,15868,3578,1483,1229,2386,4060,1950,992,190
1291,92657,9802,2012,827,968,1274,2700,1352,565,104
1292,94618,17252,3278,1990,2843,2592,3331,1975,791,452
1293,94502,14701,3422,1388,1992,1973,3371,1511,811,233
1294,94065,12461,2812,1407,1608,2045,2906,1180,388,115
1295,94920,12740,2707,775,815,1833,3143,1885,1261,321
1296,94556,16428,3786,2135,1248,2473,3065,1867,1256,598
1297,94563,19644,4558,1401,1367,3032,4848,2487,1212,739
1298,94506,25240,6978,2106,1595,4505,6131,2314,1050,561
1299,94304,3852,721,455,844,470,390,267,325,380
1300,94022,19406,4600,1349,1694,2900,4159,2426,1607,671
1301,94024,23675,6205,1811,1628,3742,5683,2409,1626,571
1302,94127,21151,4201,2393,2615,3318,4251,2274,1471,628
1303,95030,13481,2971,1041,883,1839,3617,1791,926,413
1304,94939,6747,1162,672,703,996,1652,1131,293,138
1305,94027,7415,1663,966,442,1034,1648,987,302,373
1306,94507,15105,3444,1265,659,2193,3919,1987,1319,319
1307,94708,11394,2068,990,1081,1469,2626,1955,822,383
1308,94028,7125,1667,429,391,992,1716,798,716,416
1309,94707,11767,2074,971,901,1531,2688,2025,1159,418
1310,94129,4136,875,1189,884,519,523,111,14,21
